,scripture_references
2657,D&C 104:16; D&C 78:7; D&C 38:30; D&C 38:35; D&C 52:40; D&C 42:42; D&C 56:17; D&C 56:18; D&C 115:5; John 5:19–20
2658,John 15:13; D&C 38:30
2659,D&C 78:13
2660,D&C 42:29; Luke 10:29; Luke 10:30–37; D&C 42:42; D&C 68:30; D&C 75:3; D&C 21:9; D&C 38:40; D&C 124:112; D&C 56:16; D&C 1:10; D&C 112:34; Seasons 5:679; D&C 1:16; Moses 7:16
2661,Luke 6:46; F 1:12; Luke 6:46
2662,almost 10:00; at 12:00; until 4:00; Moses 3:8–9; Moses 3:15; D&C 59:16; Luke 6:46; Luke 6:46; D&C 6:9
2663,Alma 46:12–13; Alma 48:11–13; Alma 54:6–10; Ether 2:12
2664,D&C 42:42; D&C 68:30; D&C 1:1; D&C 98:4; D&C 89:5; Star 13:339
2665,D&C 135:3; D&C 122:1; H 1:5; H 1:10; H 1:10; John 3:16; James 1:5; James 1:6–7; H 1:12; H 1:12; H 1:15; H 1:16; John 20:16; H 1:16; H 1:17; H 1:18–19
2666,Mark 10:14; be 7:45; Mark 10:14; John 11:25–26; John 14:27; John 14:2–3; Mark 10:14
2667,Ether 12:12
2668,Alma 36:3–4; Alma 38:6–8; Alma 36:27; Alma 38:9; Alma 36:24–26; Alma 36:30; Mosiah 26:1–4; Mosiah 27:9; Alma 17:2–3; D&C 63:37; D&C 38:41
2669,D&C 4:2; D&C 76:22
2670,Alma 37:33
2671,D&C 1:1; D&C 124:2
2672,Ether 2:12; Ether 15:2; Ether 15:15; Ether 15:11; Ether 15:13; Ether 15:29–32; Ether 1:43; Ether 2:7–10; Ether 2:9; Ether 2:11–12; D&C 101:80; Ether 2:10; Ether 2:11; D&C 1:9
2673,Ether 2:12; Ether 15:2; Ether 15:15; Ether 15:11; Ether 15:13; Ether 15:29–32; Ether 1:43; Ether 2:7–10; Ether 2:9; Ether 2:11–12; D&C 101:80; Ether 2:10; Ether 2:11; D&C 1:9
2674,Mark 8:35; D&C 20:77
2675,Moses 6:57–60; Moses 6:57; Luke 18:22; John 7:16–17
2676,Moses 1:34; Moses 6:8; Luke 3:8; D&C 29:26; D&C 88:112; D&C 78:16; D&C 107:53; D&C 84:14; Alma 13:3–4; D&C 103:17; D&C 86:8; D&C 20:46; D&C 107:13; D&C 84:33; D&C 59:9; D&C 20:77; D&C 89:18
2677,Luke 1:17; D&C 45:26; D&C 1:12; D&C 133:10; D&C 88:73; D&C 33:3; D&C 27:13; Luke 10:2; D&C 106:4; D&C 133:17; D&C 1:14; D&C 1:38; Luke 21:25–28
2678,Luke 24:16; Luke 24:25; Amos 3:7; Amos 3:7; Acts 3:19–21; John 5:25; at 2:00
2679,D&C 101:80
2680,D&C 86:7; D&C 6:33
2681,D&C 88:118
2682,D&C 42:14
2683,D&C 76:1; D&C 1:2; H 1:17; D&C 1:1; D&C 38:42; D&C 93:36; H 1:17
2684,D&C 20:51
2685,D&C 20:42; D&C 124:137; D&C 84:111; D&C 84:17; D&C 84:19; D&C 84:42; D&C 124:137
2686,Mosiah 4:2; Mosiah 4:9–10; Mosiah 5:2; Mosiah 5:2; D&C 107:89; Mosiah 18:8–13; D&C 59:9; D&C 84:39; D&C 84:33; D&C 84:42; D&C 84:43; D&C 43:34; D&C 107:89
2687,D&C 121:34; John 12:42–43; Acts 4:12
2688,F 1:1; F 1:2; F 1:3; F 1:4; F 1:5; F 1:6; F 1:7; F 1:8; F 1:9; F 1:10; F 1:11; F 1:12; F 1:13; D&C 132:19; D&C 132:29; D&C 107:3
2689,Ether 2:12; D&C 101:80; D&C 88:42; D&C 134:1; F 1:12; D&C 134:5; D&C 130:20; D&C 130:18; Jacob 4:10; Moses 1:39; D&C 82:10; D&C 41:5; D&C 59:1
2690,D&C 101:80; Mosiah 13:22; D&C 42:24
2691,John 3:16; John 11:25–26; John 12:44; Ether 12:6; D&C 59:5; John 15:12
2692,James 2:17; Alma 38:1; Alma 36:30
2693,News 24:594; Discourses 13:53
2694,John 14:6; Acts 4:12; John 5:25; D&C 138:29; D&C 128:22
2695,Amos 8:11; D&C 90:11
2696,D&C 128:15; Malachi 4:5–6; H 1:38–39
2697,John 14:15; John 21:16; John 21:14–17
2698,D&C 105:5; D&C 78:13
2699,Moses 7:18; James 2:14; D&C 88:33
2700,Mark 12:31; Moses 7:16–18; D&C 38:27; D&C 44:6; D&C 105:1; D&C 42:31; D&C 104:18; Jacob 2:18–19; D&C 78:13
2701,Acts 1:11; D&C 4:4; D&C 59:16; D&C 89:5; Luke 6:46; Moses 7:32; Moses 3:24; D&C 59:6; Luke 6:46
2702,Moroni 10:4; Moro 10:4; James 2:18; D&C 82:10; D&C 14:7; D&C 76:22
2703,Luke 15:5–6; Luke 15:9–10
2704,Alma 5:40–41; Job 2:9; John 17:3; Hosea 4:1; Hosea 6:6; D&C 76:114; Mosiah 3:19; Mosiah 3:21; D&C 93:1
2705,Amos 8:11; H 1:5–17
2706,D&C 29:39
2707,Mosiah 2:41; D&C 132:5; D&C 58:2; D&C 58:2; D&C 88:34; D&C 42:18; James 1:25; D&C 82:10; D&C 130:20; Mosiah 2:41
2708,D&C 38:40; D&C 39:17; at 6:00
2709,D&C 88:15
2710,D&C 18:10; Alma 41:10; D&C 84:49; Moses 1:39
2711,D&C 42:45
2712,Amos 3:7; John 10:16
2713,Luke 24:6; James 1:5–6; Alma 32:17–18; Alma 32:37–40; Mark 6:7
2714,Mark 5:11–13; about 3:30
2715,Luke 10:2; D&C 66:5; D&C 1:2; D&C 133:37; D&C 90:11; D&C 43:28; D&C 33:3; D&C 38:40; D&C 103:9; D&C 4:2; D&C 18:10; D&C 18:15; Luke 10:2; D&C 103:7; John 17:3
2716,D&C 6:12; D&C 8:10; D&C 32:5; D&C 63:58; D&C 59:9; D&C 59:9; D&C 59:10; D&C 59:11; D&C 59:12; D&C 59:13; D&C 84:44
2717,D&C 88:22; Luke 12:15–21; D&C 78:7
2718,Jacob 4:14; D&C 59:23; D&C 19:23; D&C 121:19; Deuteronomy 6:6–7; by 7:00; on 6:15; Mosiah 2:17; D&C 19:23; D&C 38:30
2719,D&C 1:20; Mark 16:17–18; Acts 3:19–21
2720,D&C 14:7; Alma 34:32–33; Alma 12:24; Alma 37:35; D&C 101:7
2721,D&C 88:15; Moses 5:10–11; D&C 130:18; F 1:3; John 10:17–18; D&C 129:1; H 1:17; D&C 76:22; Luke 24:39; D&C 29:26; Moses 1:39; D&C 14:7
2722,F 1:8; D&C 20:8; D&C 42:12; H 1:21; D&C 84:54; D&C 20:14
2723,Mosiah 2:9
2724,D&C 86:8; John 10:27; D&C 86:9; Alma 13:3; D&C 86:10; D&C 86:11; Luke 22:32
2725,H 1:24–25
2726,Moses 1:39
2727,Alma 42:16
2728,Job 7:17–18; Job 15:14; D&C 88:15; D&C 93:33; D&C 88:14; John 10:11; John 20:11–17; Luke 24:13–16; Luke 24:36–43; John 20:26–29; John 21:1–22; Luke 24:50–51; John 5:28–29; Alma 11:42–44; Moses 1:39; D&C 88:17
2729,D&C 58:27; John 14:25; Mark 16:15; Luke 18:22; John 8:31; Alma 34:32–33; Mark 1:16–18
2730,Luke 2:16; John 20:2–4; D&C 1:2
2731,John 4:7; D&C 84:110; D&C 89:5; D&C 89:18; D&C 1:30
2732,Acts 4:12; D&C 19:1; Luke 23:34; John 11:25; Job 14:14; Job 19:25–27; John 20:16; John 20:28; John 20:27; D&C 76:22; John 14:15
2733,Acts 2:37; Acts 2:38–39; Acts 1:11; Amos 3:7; John 5:39; Luke 24:25; Acts 3:21; John 7:16–17
2734,Enos 1:10; Ether 12:39
2735,John 6:66; D&C 121:7; Alma 29:3
2736,D&C 6:9; D&C 18:13; D&C 58:47; D&C 49:11; Moses 5:16
2737,John 8:31–32; John 17:15–17; Moses 3:15; F 1:12; D&C 89:5; D&C 89:8; Titus 1:15–16; D&C 59:6; D&C 49:15; D&C 68:25; D&C 63:58
2738,D&C 68:25
2739,D&C 121:35; Mark 9:24; Luke 18:22; Mosiah 27:31
2740,D&C 59:8; D&C 88:76
2741,Mosiah 27:8; Mosiah 27:24–26; Luke 22:31–32; John 21:3–6; John 21:15; John 21:17; Luke 22:32
2742,D&C 58:28; D&C 58:28
2743,Moses 4:3–4; D&C 10:22; D&C 10:25; D&C 29:45
2744,H 1:38–39; D&C 2:2; D&C 124:27; H 1:39
2745,Mark 16:15–18; Acts 5:12; D&C 84:64; James 5:14–16; D&C 42:44; D&C 84:73; D&C 63:9; D&C 35:9; D&C 24:14; D&C 42:45; James 5:16; D&C 46:7
2746,Luke 16:19–21; Luke 7:11–15; John 11:25; John 14:2; James 1:27
2747,D&C 14:7; Luke 22:42; D&C 88:63; D&C 82:10; Luke 6:36–37; Luke 23:34; John 14:15
2748,James 4:4; D&C 76:79; Luke 9:62; Rev 5:12; James 1:27
2749,F 1:3; D&C 76:24; Acts 17:28; Alma 40:11–14; Alma 40:25–26; F 1:3
2750,D&C 98:1; D&C 59:7; D&C 78:19; H 1:25; John 1:46; John 14:1; John 16:33; John 18:4–5
2751,D&C 9:5; Enos 1:1; Enos 1:4; Enos 1:5; John 8:31–32
2752,John 7:16–17
2753,D&C 25:15; D&C 84:44; D&C 42:78; D&C 6:33; D&C 84:37
2754,Moses 1:39; Alma 40:8; D&C 3:1; D&C 76:3; Luke 14:28–29; D&C 76:3; D&C 101:29; D&C 45:58; D&C 132:19; Discourses 3:372; JD 19:230
2755,Acts 17:26; Acts 17:26–27; Alma 13:3; D&C 86:8; John 12:49–50
2756,D&C 19:16; Mosiah 16:5; Acts 3:19; D&C 1:31; Alma 5:51; Mosiah 4:10; D&C 61:2; D&C 58:42; Moses 6:59; D&C 6:12; John 5:39; D&C 121:34; D&C 18:10
2757,Job 19:23–27; D&C 76:22
2758,D&C 68:4
2759,D&C 45:26; D&C 1:35; M 1:11; Alma 41:10; D&C 10:5; H 1:16; D&C 88:124; D&C 10:4; D&C 20:77; D&C 121:7; Luke 2:52; D&C 6:36; D&C 45:13
2760,D&C 90:15; Alma 29:4; D&C 20:73
2761,D&C 20:80; D&C 107:99; D&C 58:42
2762,John 12:42–43; D&C 89:18
2763,D&C 1:30; D&C 18:15; Luke 12:48
2764,James 1:5; H 1:17
2765,John 5:39; James 1:5–6
2766,John 7:17; James 1:5; D&C 76:5; D&C 76:6
2767,John 1:1–2; Moses 4:2; Moses 4:1; John 3:16; Moses 1:39
2768,Moses 4:2; Moses 4:1; Moses 4:3–4; H 1:17
2769,John 14:27; D&C 59:23
2770,Moses 5:5; Job 16:19–20; Job 19:25; D&C 135:4; Ruth 1:16; Luke 1:38; Luke 2:10–11; Luke 2:40; D&C 76:5
2771,Mosiah 3:19; H 1:17
2772,D&C 98:4; F 1:12; D&C 134:3; Moses 1:39; Moses 6:59; Rom. 1:26-27; James 4:4; John 17:15; James 4:7; D&C 45:32; D&C 38:30; John 14:27; D&C 132:63; Jude 1:18; D&C 68:25
2773,D&C 42:18; D&C 59:6; John 14:27
2774,John 17:3; Ether 3:13–16; John 14:9; D&C 130:22; Amos 3:7; Jacob 4:8; John 7:16–17
2775,D&C 68:4; D&C 68:25; D&C 68:25; Mosiah 26:1–3; Mosiah 27:8; Mosiah 27:9; Mosiah 27:14; Alma 37:37
2776,John 11:55–56; Luke 19:43–44; John 12:27; John 12:46; John 12:49; John 13:34–35; John 14:1–2; John 15:14; John 17:15–17
2777,D&C 100:16; D&C 43:11; D&C 88:21
2778,D&C 122:7; D&C 29:39; D&C 54:10
2779,D&C 93:40; D&C 3:1; Alma 42:17; Alma 42:24–25; D&C 58:43; John 3:16; Alma 42:22–25; Alma 12:33–34
2780,James 1:22–24
2781,Alma 34:32; D&C 87:8
2782,D&C 88:70; Moses 6:51; Moses 6:54; Moses 5:10; Moses 5:16; Moses 5:59; Moses 6:34; Moses 7:69; H 1:17; D&C 11:28; D&C 110:4; D&C 128:22
2783,Luke 13:34; Luke 22:42; John 19:28; D&C 29:39; Luke 10:27; Luke 10:37; Luke 11:2; Luke 22:42; Luke 23:34; John 21:22; Mark 14:65; Mark 14:54; John 11:43; D&C 110:4
2784,D&C 21:4; Moses 1:39; John 17:3; John 11:25–26; D&C 65:2; Mark 14:38; Luke 11:4; Mark 11:25–26; D&C 64:10; D&C 64:9; Luke 23:34; Acts 7:60; D&C 45:1
2785,D&C 68:3; D&C 84:44; Amos 3:7; D&C 21:4; D&C 21:6; D&C 42:11; D&C 26:2; D&C 20:65; D&C 124:144; Amos 3:7
2786,D&C 88:118; John 8:32
2787,Amos 3:7; Hosea 11:1; Micah 5:2; John 19:28–29; John 19:33–36; Luke 21:22; Moses 7:62; Enos 1:10
2788,Mosiah 4:16–19; Acts 3:21; D&C 2:1; D&C 110:14
2789,D&C 84:20
2790,D&C 107:91; Mark 16:7; Acts 2:2; Acts 2:37; Acts 2:38; John 1:1; Acts 9:6; H 1:16–17; John 14:6
2791,D&C 21:4; Alma 13:3; Moses 5:24; John 10:27–28
2792,D&C 59:21; D&C 107:85; Moses 1:39
2793,Alma 36:3–4; Alma 36:24–26; Alma 36:30; Alma 39:12; Alma 39:11
2794,D&C 133:5; D&C 84:42; D&C 84:33; D&C 136:37; D&C 59:9; D&C 68:29; D&C 133:5; D&C 38:42; D&C 38:42; D&C 133:5; D&C 89:5; D&C 133:5
2795,Luke 6:13; D&C 21:1; D&C 18:37; D&C 107:24; D&C 21:5
2796,D&C 93:31; D&C 63:37
2797,F 1:1; D&C 130:22; John 16:7; John 16:13–14; D&C 93:24; D&C 88:12; Acts 11:15; Luke 1:15; Acts 2:38; John 20:22; D&C 20:41; Moses 5:7; John 14:15; John 14:16; Luke 12:11–12; Moses 5:9–10; Luke 1:67; D&C 121:26; Acts 8:14–17; Acts 19:2–6; D&C 20:41; D&C 49:11; Luke 3:16; John 3:5; D&C 8:3; D&C 45:56
2798,Acts 5:32; Acts 5:34–35; Acts 5:37–39; F 1:9; D&C 93:1; D&C 88:68
2799,John 5:25; Luke 23:43; John 20:9; John 20:11–17; John 20:29; John 14:27; John 11:25
2800,D&C 107:22; D&C 107:33; D&C 68:4
2801,John 8:12; John 6:38; John 10:10; John 14:3; John 15:13; Alma 42:26–27; Alma 5:37; Mosiah 4:11–15; John 14:3
2802,D&C 18:10; Moses 5:12; Moses 8:16–20; D&C 1:4; D&C 4:1; D&C 4:2; D&C 18:10; D&C 33:2; D&C 34:6; D&C 84:79; D&C 5:19; D&C 1:2; D&C 1:4; D&C 1:5; D&C 1:6; D&C 1:17; D&C 1:34; D&C 1:37; D&C 1:38; D&C 133:8
2803,D&C 82:10
2804,Alma 32:21; John 1:9; James 2:19; Luke 22:32; Mosiah 3:19; D&C 63:2; D&C 1:3; D&C 64:29
2805,James 1:27
2806,D&C 43:23; Moses 4:3–4; D&C 29:36; D&C 10:27; D&C 1:35; Luke 4:1–4; Luke 4:5–7; Luke 4:8; Luke 4:9; Luke 4:10–12; D&C 27:15; D&C 89:20; D&C 10:5; D&C 1:36
2807,John 5:39; Luke 24:16; Luke 24:25; Acts 1:11; Acts 3:19–21; James 1:5; Amos 3:7
2808,John 5:39; Luke 24:25–26; Job 32:8; John 14:2–3
2809,Alma 41:10; Job 38:4–7; D&C 77:2; D&C 121:34; D&C 121:34; D&C 121:35; Acts 17:24; Moses 4:1–4; Moses 4:4; Moses 1:39; D&C 42:47; John 11:25; John 11:27
2810,F 1:1; Moses 5:6–7; Moses 6:52; Moses 5:8; Ether 3:13–14; Luke 2:11; Luke 3:22; H 1:17; D&C 10:70; D&C 18:23; D&C 84:46
2811,Alma 41:10; D&C 45:51; D&C 76:52; D&C 76:62; D&C 76:92; D&C 76:96; D&C 76:114; D&C 76:116; D&C 76:1; D&C 1:38; John 14:12; D&C 89:18; John 14:15; D&C 101:31; D&C 43:34; D&C 43:29; D&C 132:5; D&C 132:19; John 14:27
2812,D&C 122:5
2813,John 15:14–15; D&C 84:77; John 15:13; D&C 64:8; Mosiah 26:30–31; Mosiah 2:36
2814,John 8:29; John 3:16
2815,D&C 25:12; Mark 14:26
2816,at 3:00; Luke 7:11–15; Alma 56:45–48; Alma 56:56; John 19:26–27
2817,Luke 8:14; Luke 12:15–21; Luke 12:31; D&C 6:3; D&C 11:7
2818,D&C 58:43; D&C 121:45; James 4:7–8
2819,D&C 42:22
2820,D&C 64:8; Nephi 11:29–30; John 8:6–7; John 8:11; Luke 23:34; Mosiah 2:22; D&C 82:10; D&C 14:7
2821,D&C 132:19; D&C 33:11; D&C 84:33; D&C 49:15; John 8:32
2822,D&C 14:7; D&C 6:7; John 14:6; D&C 76:50; Alma 45:16; D&C 93:37; Alma 34:34–35; D&C 98:20; Mosiah 4:30; D&C 59:3
2823,D&C 67:10
2824,Luke 3:11–15; Moses 7:46; H 1:17; Ether 12:38–39
2825,Moses 3:18; Mark 10:7–9; D&C 45:58
2826,D&C 84:36; D&C 59:16
2827,Moses 3:17; Moses 4:23; Moses 5:11; D&C 29:39; D&C 121:26; Moses 1:39
2828,D&C 123:12; D&C 82:10; Moses 7:67; D&C 89:18
2829,D&C 121:41; Enos 1:1; D&C 121:43
2830,D&C 38:30; D&C 1:12; D&C 1:17; D&C 29:16; D&C 45:31; D&C 63:33; D&C 38:30; D&C 1:17; D&C 1:37; D&C 1:38; D&C 1:14; D&C 64:23; D&C 89:21; D&C 104:78; D&C 89:16; D&C 89:20; D&C 88:124; D&C 10:4; D&C 78:14; D&C 45:9; D&C 38:30; D&C 1:38
2831,D&C 107:68; D&C 72:10; Mosiah 4:16–19
2832,H 1:1; H 1:2; James 1:5; H 1:12–14; H 1:15–17; H 1:69–71; D&C 110:11; D&C 110:1; D&C 110:4; James 1:27; H 1:17; D&C 27:12; D&C 110:2
2833,Moses 7:17–18; Moses 4:23; D&C 42:42; D&C 60:13; D&C 68:30; D&C 75:29; D&C 83:2; D&C 38:16; D&C 42:30; D&C 44:6; D&C 56:16; D&C 104:18; D&C 72:10; D&C 104:15; D&C 121:41
2834,D&C 84:33; D&C 84:43; John 14:15; D&C 130:21; D&C 82:10; Moses 5:6; D&C 21:4; D&C 59:9
2835,Mark 9:27; Luke 12:15; Moses 1:39; Acts 3:1–9; Mark 9:27–29
2836,Mosiah 3:17; Mosiah 3:18; D&C 42:11; D&C 42:12; D&C 42:13; Alma 57:21; D&C 42:13; D&C 42:14; Alma 32:21; D&C 107:99
2837,Alma 53:20–21; Alma 53:20–21
2838,D&C 68:25; D&C 59:5; D&C 59:6; D&C 59:5; D&C 68:29; D&C 59:9; D&C 58:26; D&C 41:5
2839,Alma 5:14; Alma 5:19; Mosiah 5:2; D&C 20:31
2840,John 3:16–17; John 6:38; John 6:40; John 5:19; John 5:23–24; John 14:6; John 10:10; John 8:12; D&C 50:24; D&C 11:28; D&C 6:13; John 3:19; D&C 84:44; D&C 88:67; John 15:1–11
2841,John 17:11; D&C 101:78; D&C 97:21; D&C 82:14; D&C 27:13; D&C 124:41; Joel 2:28–30
2842,at 6:30; Amos 3:7
2843,D&C 71:7; D&C 1:14; D&C 68:3; D&C 18:31; D&C 18:36; D&C 1:38; D&C 68:4; D&C 88:45; M 1:39; M 1:18; M 1:20–22; M 1:29–31
2844,D&C 20:1; D&C 82:14; D&C 97:21; D&C 115:4; D&C 115:6; D&C 1:35; D&C 1:36; Moses 1:39; D&C 88:67; D&C 88:72; D&C 101:21; F 1:9; D&C 1:15; D&C 1:17; D&C 1:4; John 14:26
2845,Moses 4:3–4; Moses 3:16–17; Moses 1:39; D&C 10:22; D&C 68:25
2846,Moses 1:39; Moses 5:4–5; Moses 5:12–13; Moses 1:1–4; Acts 17:28; D&C 76:22; D&C 88:15; Ether 3:14–16; D&C 93:21; D&C 84:43; D&C 93:1; Job 19:25–26; Alma 29:1–2
2847,D&C 68:25; D&C 38:30; Alma 34:26; says 7:30; Moses 6:41
2848,D&C 1:38; John 15:16; F 1:5; D&C 68:4; D&C 1:38
2849,D&C 121:45
2850,Moses 1:39; John 21:16; Luke 10:37; John 14:27; James 2:15–16; James 2:24
2851,Alma 26:10–12; Luke 2:14; H 1:23–24; Luke 15:11–32
2852,D&C 42:12; D&C 88:81; Alma 17:2–3; Luke 24:38–39; John 20:24–28; Acts 10:36–42; Acts 10:43; Acts 26:24
2853,D&C 18:10; Mark 2:24
2854,Moses 4:2; Moses 4:1; Moses 4:4; Moses 4:3; John 5:37–40; Job 1:20–21; Job 2:9–10; Job 19:25–26; Ruth 1:16–17; D&C 133:57; Job 21:14
2855,Mosiah 4:16–18; Luke 16:19–31
2856,D&C 1:11; D&C 104:17
2857,Luke 5:4–6; Acts 9:15–16
2858,John 11:25; Mark 16:5–6; D&C 17:6
2859,Luke 22:44; D&C 59:9; D&C 20:75; John 1:1–3
2860,John 3:5; John 7:16–17; Job 32:8; D&C 19:23
2861,Alma 32:23
2862,Moses 4:3–4; Alma 30:53; D&C 84:44
2863,Alma 29:4; Alma 41:10; John 13:17; D&C 6:7
2864,Mark 16:16; James 2:20; James 1:5–6
2865,D&C 84:75
2866,Luke 23:30; Amos 3:7; Luke 7:28; John 10:16; Acts 3:20–21
2867,D&C 58:28; Luke 2:52
2868,Acts 9:15; Acts 22:13; D&C 107:99
2869,D&C 84:33; D&C 84:41; D&C 84:43; Alma 29:4; D&C 7:1; D&C 4:3; D&C 6:8; D&C 18:26; John 5:39; D&C 1:37; D&C 42:12; D&C 26:1; D&C 43:34; D&C 138:11; Moses 5:5; D&C 10:5; D&C 20:47; D&C 68:33; D&C 93:49
2870,H 1:17; D&C 20:80
2871,D&C 36:1; D&C 20:46
2872,D&C 93:1; D&C 78:7; Moses 1:39; D&C 20:54; John 10:1; D&C 6:13
2873,John 17:3; Luke 22:31–32; D&C 4:3; Alma 29:4
2874,Moses 7:4; Moses 7:60–61
2875,D&C 68:4; John 7:19; John 5:46; Acts 10:43; Acts 28:23; John 6:67–68; D&C 85:7; D&C 85:11; D&C 85:9; D&C 132:46; D&C 76:79
2876,Luke 4:18; Luke 15:4–7; Luke 15:8–10; Luke 15:11–32; Luke 19:2–7; Luke 10:37; Luke 18:13; John 16:22; D&C 76:41; Mosiah 5:13; Job 42:2; Alma 34:27–28
2877,D&C 18:34; John 1:3; John 1:14; John 1:4; John 1:29; John 14:27; John 19:30; Ether 3:6–13; H 1:17
2878,D&C 130:22; John 3:5; D&C 49:11; John 3:6–7; John 14:26
2879,F 1:3–4; D&C 84:26; D&C 84:19; John 14:27
2880,Mosiah 18:8–10; Mosiah 4:2–3; D&C 82:7; Acts 3:4; Acts 3:7; M 1:1–55; D&C 87:8
2881,D&C 107:22; D&C 38:7; D&C 71:9; D&C 65:2
2882,Moses 5:5–9; Amos 3:7; Luke 2:11; Luke 2:13–14; F 1:9; James 1:5–6; H 1:16–17; H 1:25; D&C 21:4
2883,James 1:5; H 1:15–18; H 1:19; D&C 130:22; D&C 76:24; John 3:5; D&C 20:41; D&C 115:4; D&C 1:1; D&C 45:26; D&C 1:15; Micah 4:1; Acts 3:21
2884,H 1:17
2885,D&C 8:2; D&C 112:18
2886,F 1:4; Mosiah 4:10; D&C 84:110; D&C 58:27
2887,James 1:27; John 15:14; D&C 93:45; D&C 88:62; D&C 100:1; D&C 103:1; D&C 98:1; D&C 93:45; D&C 84:63; John 15:13; Exodus 33:11; Acts 3:6–7
2888,John 14:6; D&C 6:12; Luke 23:42–43; John 20:17; D&C 76:79; John 8:12; D&C 58:42; John 3:3; John 3:5; 1 John 2:3; D&C 121:45
2889,James 1:5; H 1:16–17; H 1:17; Joel 2:28–29; D&C 4:1; D&C 50:23
2890,D&C 1:15; D&C 132:5; D&C 33:5; D&C 45:9; D&C 1:34; D&C 132:5; D&C 20:37
2891,D&C 86:11; D&C 127:6; D&C 128:15; D&C 128:18
2892,F 1:3; F 1:4; John 3:3–5; D&C 121:26; D&C 124:27
2893,Acts 9:6; Acts 10:1–8; H 1:17; D&C 44:1; John 1:46
2894,D&C 20:8; D&C 45:9; Amos 8:11–12; Moses 1:39; D&C 98:16; D&C 98:22; D&C 58:21; F 1:12; D&C 68:31; D&C 21:6; Micah 4:1–2; D&C 1:36; F 1:3
2895,Amos 8:11–12; H 1:19; Amos 8:12
2896,Moses 1:39; D&C 121:41; Mark 10:8; D&C 75:28; D&C 42:42; D&C 68:30; D&C 75:29
2897,James 1:27
2898,John 14:15; D&C 88:63; D&C 109:44; Mosiah 2:17
2899,D&C 9:8; Luke 8:5–6; Acts 26:25
2900,John 10:10; Moses 1:39; Moses 6:51–52; D&C 107:54; D&C 107:49; John 14:15
2901,D&C 20:8
2902,Luke 22:32
2903,D&C 58:31
2904,D&C 38:42; D&C 112:10; D&C 8:2
2905,Moses 6:31–32; Moses 6:38; Moses 7:29–30; Moses 7:41; Amos 7:12–16; Enos 1:1–8; Alma 36:6–10
2906,Matt 25:32; Mosiah 18:27–29; Mosiah 4:26; Alma 34:17–18; Alma 34:28; D&C 38:24; D&C 38:34; D&C 42:29; D&C 52:40; D&C 42:42; D&C 75:29; D&C 104:18; Mosiah 4:17–18; Moses 7:18; D&C 104:14; D&C 104:18
2907,D&C 84:33; D&C 107:23; D&C 81:1; D&C 21:1; D&C 107:91; D&C 107:99; D&C 89:18
2908,Acts 20:28–30; D&C 28:11; D&C 42:11; D&C 58:20; D&C 38:9; D&C 21:5; D&C 38:27; D&C 89:20
2909,H 1:19; D&C 10:27; Luke 23:43; John 14:2–3; Alma 40:14; Luke 24:5–6; John 20:16; John 20:17; Acts 3:21; Acts 2:37; Acts 2:37–39; John 15:16; D&C 88:81
2910,D&C 38:42; D&C 121:45; D&C 121:45; D&C 90:18
2911,Mosiah 4:14–15
2912,Amos 3:7; Acts 11:28; Acts 13:1; Acts 15:32; Acts 21:10–11; Acts 3:21; Mosiah 15:13–18
2913,D&C 20:47; D&C 20:53
2914,D&C 98:11; D&C 88:86; D&C 130:20; John 14:15
2915,Alma 29:9–10
2916,D&C 123:13; D&C 88:121
2917,Alma 41:10; Luke 22:27
2918,D&C 58:22; Luke 2:14; D&C 1:35; F 1:3; D&C 1:36; John 18:38; D&C 93:24; D&C 88:49; John 1:9; Mosiah 29:26; D&C 134:3; F 1:12; D&C 58:22; D&C 1:25; Acts 17:27–28; Moses 1:10
2919,John 8:7; John 8:11; Luke 23:34; Moses 1:39
2920,Luke 6:46; John 14:15
2921,D&C 68:3
2922,F 1:5; F 1:5
2923,Alma 22:15–18
2924,D&C 33:6; D&C 1:38; Moses 1:39; D&C 121:41; D&C 88:34
2925,D&C 68:8
2926,John 8:32; D&C 101:77; Acts 3:20–21; D&C 27:13; D&C 65:5
2927,Acts 4:8–12; D&C 76:5; D&C 84:46; D&C 8:1; John 7:15; D&C 93:1; D&C 9:8; Alma 5:45–46
2928,D&C 101:80; Luke 16:8; D&C 121:39; D&C 98:7; Ether 8:21; Ether 8:24; Ether 8:22; D&C 45:57
2929,James 1:27; D&C 10:26; D&C 6:13
2930,D&C 1:19; John 3:5; D&C 19:29; D&C 1:5; D&C 1:2
2931,D&C 19:38; John 14:15; D&C 68:28; Luke 22:42–43
2932,Job 16:19; Job 19:25; John 17:1; Luke 23:46; D&C 121:45; Luke 18:22
2933,Luke 22:31–32; D&C 1:20
2934,Moses 5:34; Luke 10:27; Luke 10:29; Luke 10:30–35; Luke 10:36–37; John 15:13
2935,D&C 18:34
2936,Ephesians 2:8; D&C 88:32; Alma 12:18; Alma 11:37; Alma 11:40–41; H 1:37; D&C 132:16
2937,Alma 32:21
2938,Moses 1:39
2939,D&C 81:2; D&C 112:20; D&C 42:11; D&C 65:2
2940,Moses 1:39; D&C 68:25
2941,D&C 64:34; D&C 58:27; D&C 90:11
2942,D&C 84:31; D&C 84:33; D&C 84:35; D&C 84:35; D&C 84:40; D&C 84:41
2943,John 12:42–43; John 17:3
2944,John 17:15
